city,state,state_full,country,region,year,census_fips_code,census_population,census_latitude,census_longitude,residential_speed_limit,bna_id,bna_uuid,bna_people,bna_opportunity_employment,bna_opportunity_k12_education,bna_opportunity_technical_vocational_college,bna_opportunity_higher_education,bna_opportunity,bna_core_services_doctors,bna_core_services_dentists,bna_core_services_hospitals,bna_core_services_pharmacies,bna_core_services_grocery,bna_core_services_social_services,bna_core_services,bna_retail,bna_recreation_parks,bna_recreation_trails,bna_recreation_community_centers,bna_recreation,bna_transit,bna_overall_score,bna_rounded_score,bna_total_low_stress_miles,bna_total_high_stress_miles,pop_size,rank,rank_size,rank_state,rank_country,rank_country_size,creation_date,filename
St. Paul,MN,Minnesota,United States,Midwest,2017,2758000,297160,44.9489,-93.1041,25,29483bd9-44b1-4441-afc8-e4a625c0c9e4,f29f763f-29a5-41d8-bd2e-80da9ef73486,56.67,42.88,60.05,50.91,48.2,50.76,36.42,38.33,26.31,34.66,57.93,44.71,41.03,36.74,71.5,55.46,39.83,57.97,33.85,46.14,46,1487.9,508.8,medium,,,,,,2017-07-18T11:15:00Z,MN_St. Paul_v17.2.csv
St. Paul,MN,Minnesota,United States,Midwest,2018,2758000,300820,44.9489,-93.1041,25,29483bd9-44b1-4441-afc8-e4a625c0c9e4,9a74a19b-e6ed-48a2-91c3-f5b9285219a8,56.71,42.9,60.54,50.91,48.16,50.93,36.45,36.4,26.48,34.61,58.12,44.8,40.94,36.73,72.21,55.47,38.09,57.82,33.87,46.14,46,1492.7,509.7,large,,,,,,2018-01-29T07:33:00Z,MN_St. Paul_v18.1.csv
St. Paul,MN,Minnesota,United States,Midwest,2019,2758000,302760,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,283095c9-9aaa-4479-8e5f-b8f5b24a25b5,55.68,42.4,59.6,50.28,50.84,50.9,35.6,37.63,25.88,38.03,65.02,48.32,43.37,35.82,73.98,62.19,39.39,61.21,33.65,46.81,47,1489.5,515.8,large,,,,,,2019-02-14T09:39:00Z,MN_St. Paul_v19.1.csv
St. Paul,MN,Minnesota,United States,Midwest,2020,2758000,304547,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,2d4621a7-84d4-4f5a-86a4-f42e97f9d6ee,8.09,6.64,10.05,7.57,7.81,8.16,4.28,3.3,4.67,2.26,13.62,8.28,6.99,7.42,28.73,13.47,4.56,17.35,6.71,8.97,9,320.2,1702,large,,,,,,2020-02-23T20:24:00Z,MN_St. Paul_v20.1.csv
St. Paul,MN,Minnesota,United States,Midwest,2021,2758000,305877,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,7bd728a4-9bcf-4d71-b6dc-3a1b6bc9bc67,9.21,8.95,14.67,8.54,9.93,11.11,5.39,4.71,6.21,4.19,16.73,10.1,8.91,9.48,31.3,17.8,8.29,20.82,7.45,11.05,11,362.6,1678.4,large,,,,,,2021-02-26T10:39:00Z,MN_St. Paul_v21.1.csv
St. Paul,MN,Minnesota,United States,Midwest,2021,2758000,305877,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,c5f4d4bc-b912-40fb-9e6b-5bde9ba39de6,43.54,38.26,56.16,33.41,44.68,45.32,28.8,35.91,17.51,29.03,61.66,43.98,37.77,33.19,71.5,66.78,34.45,60.59,29.48,41.64,42,1512,528.9,large,,,,,,2021-03-01T07:33:00Z,MN_St. Paul_v21.2.csv
St. Paul,MN,Minnesota,United States,Midwest,2022,2758000,309751,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,52b68dd5-62ee-40c7-bbab-426aba4c84b6,44.55,38.26,60.42,29.75,45.05,46.52,32.56,37.63,17.55,30.97,61.89,49.27,39.75,35.1,74.53,68.55,36.45,62.92,29.74,43.1,43,1535.6,527.7,large,,,,,,2022-01-23T20:09:00Z,MN_St. Paul_v22.1.csv
St. Paul,MN,Minnesota,United States,Midwest,2023,2758000,308806,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,e19b6a15-642a-4f28-b1eb-81ba2146b37d,50.36,41.34,65.26,43.68,48.3,51.34,36.92,43.4,22.68,35.28,66.7,56.15,44.89,62.8,76.58,65.58,41.63,63.99,37.04,51.37,51,1593.2,512.7,large,,,,,,2023-04-02T21:37:00Z,MN_St. Paul_v23.1.csv
St. Paul,MN,Minnesota,United States,Midwest,2023,2758000,308806,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,ed3ed201-4efa-49cf-83e4-8707f4053351,59.09,47.73,68.67,53.68,59.22,57.95,44.51,48.11,21.16,38.41,72.49,60.76,49.02,67.48,78.27,75.15,47.05,69.37,42.51,57.16,57,1593.2,521.5,large,,,,,,2023-08-24T10:29:00Z,MN_St. Paul_v23.2.csv
St. Paul,MN,Minnesota,United States,Midwest,2023,2758000,308806,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,7de9444c-3df9-4876-93f8-755fe787cccd,61.06,49.53,70,55.11,59.13,59.17,52.26,49.78,22.25,43,75.14,60.72,52.07,69.93,78.9,75.21,48,69.88,43.03,58.83,59,1609,513.1,large,,,,,,2023-12-05T08:23:00Z,MN_St. Paul_v23.3.csv
St. Paul,MN,Minnesota,United States,Midwest,2024,2758000,308806,44.9489,-93.1041,20,29483bd9-44b1-4441-afc8-e4a625c0c9e4,dbdf21e5-8cf7-428f-abd0-236bfa71f190,62.46,51.62,71.71,56.7,59.6,60.76,53.78,49.79,21.24,43.58,77.95,60.38,52.89,75.08,79.13,76.31,49.28,70.68,44.63,60.66,61,1621.4,504.8,large,,,,,,2024-03-11T17:02:00Z,MN_St. Paul_v24.1.csv
Stillwater,MN,Minnesota,United States,Midwest,2022,2762824,19243,45.0586,-92.8304,30,002cb4a8-3130-483e-819b-13470669fb09,169c34d8-f7e6-462f-a3d8-845bbe6e8110,24.71,20.04,21.43,0,0,20.74,12.63,0,10.44,6.51,16.56,18.82,13.59,42.54,45.43,42.62,6.22,34.64,0,26.06,26,83.9,207.2,small,,,,,,2022-01-23T20:09:00Z,MN_Stillwater_v22.1.csv
Stillwater,MN,Minnesota,United States,Midwest,2023,2762824,19316,45.0586,-92.8304,30,002cb4a8-3130-483e-819b-13470669fb09,f150a989-dfde-4bd6-9d0d-2f32202a8f08,26.65,19.48,20.91,0,0,20.2,22.69,0,7.28,15.69,18.99,11.47,15.59,28.16,47.76,45.22,6.22,36.49,0,24.53,25,90.1,206.8,small,,,,,,2023-04-02T21:37:00Z,MN_Stillwater_v23.1.csv
Stillwater,MN,Minnesota,United States,Midwest,2023,2762824,19316,45.0586,-92.8304,30,002cb4a8-3130-483e-819b-13470669fb09,56592bfa-0136-4d1f-9833-dfd75d675aff,26.65,19.48,20.78,0,0,20.13,22.69,0,7.28,15.69,18.99,11.47,15.59,28.16,47.79,45.22,6.22,36.5,0,24.52,25,90.1,206.7,small,,,,,,2023-08-24T10:29:00Z,MN_Stillwater_v23.2.csv
Stillwater,MN,Minnesota,United States,Midwest,2023,2762824,19316,45.0586,-92.8304,30,002cb4a8-3130-483e-819b-13470669fb09,117f0cf2-a37e-470d-b20d-cfb057e553c6,26.98,20.51,21.04,0,0,20.78,22.69,0,7.28,15.69,18.99,11.47,15.59,28.16,48.43,47.28,6.22,37.48,0,24.9,25,89.9,206.5,small,,,,,,2023-12-05T08:23:00Z,MN_Stillwater_v23.3.csv
Stillwater,MN,Minnesota,United States,Midwest,2024,2762824,19316,45.0586,-92.8304,30,002cb4a8-3130-483e-819b-13470669fb09,769d22e8-6fe9-46c2-8ee3-9054994753e6,27.1,20.77,21.04,0,0,20.91,22.69,0,7.28,15.97,19.6,11.47,15.79,28.64,48.53,47.87,6.22,37.72,0,25.13,25,90,206.5,small,,,,,,2024-03-11T17:02:00Z,MN_Stillwater_v24.1.csv
Trail,MN,Minnesota,United States,Midwest,2024,2765344,47,47.7833,-95.698,30,8261a7b0-666e-4db5-a5fd-dd1b3244de0e,b95e7e01-f03b-4a17-aca7-17e3575b493c,40.43,63.35,0,0,0,63.35,0,0,0,0,0,0,,0,0,0,0,,0,53.53,54,0,8.8,small,,,,,,2024-03-20T17:09:00Z,MN_Trail_v24.1.csv
Vadnais Heights,MN,Minnesota,United States,Midwest,2024,2766460,12864,45.0579,-93.0665,30,3aec34cd-265f-4c0d-bcae-e3ee6b3a0c35,c6a28a1f-1f06-4452-b71e-50a9041a159a,25.06,21.91,19.16,0,0,20.54,14.56,0,21.97,12.07,21.7,28.81,18.26,28.18,54.43,40.78,13.7,39.47,14.03,23.77,24,38.7,134.6,small,,,,,,2024-03-11T17:02:00Z,MN_Vadnais Heights_v24.1.csv
Watertown,MN,Minnesota,United States,Midwest,2024,2768548,4712,44.9602,-93.8439,30,f9c5fedd-2b41-480a-9cac-8cc8ec3439c3,4da49e06-8e44-403b-aade-bd311165833e,26.11,18.61,13.37,0,0,15.99,0,0,0,0,11.48,0,11.48,0,38.2,15.17,0,27.45,0,19.33,19,12.9,60.4,small,,,,,,2024-03-20T17:09:00Z,MN_Watertown_v24.1.csv
Willmar,MN,Minnesota,United States,Midwest,2024,2770420,21006,45.121,-95.0587,30,b6b673a1-1fd3-4525-a0f5-851ccdf3f3ae,737b23f3-c265-46dd-8eed-d78633a7c9cc,14.96,8.66,11.95,0,12.86,10.87,8.73,2.89,1.97,10.75,15.57,0,8.7,19.03,31.74,11.66,1.86,17.24,0,13.65,14,68.9,259.2,small,,,,,,2024-03-11T17:02:00Z,MN_Willmar_v24.1.csv
Winona,MN,Minnesota,United States,Midwest,2024,2771032,26083,44.0513,-91.6681,30,7fd2c4db-1752-4799-820f-1313123563ea,be4ebbdb-aa4a-44a3-8011-ba0202f6a4c1,13.86,10.43,7.03,15.76,26.43,12.97,6.81,0,7.43,5.27,8.13,8.6,7.44,20.47,25.03,5.8,1.26,12.36,9.55,12.52,13,79.1,282.8,small,,,,,,2024-03-11T17:02:00Z,MN_Winona_v24.1.csv
Woodbury,MN,Minnesota,United States,Midwest,2022,2771428,74014,44.9063,-92.9237,30,a805cdf4-cfba-474a-8d40-5d6750d4cfa5,23a7dcdc-0b7d-4491-9dc4-05a37978375b,49.8,53.13,50.34,0,0,51.74,50.24,45.49,59.63,47.03,53.77,60.35,53.72,46.98,71.96,73.82,48.29,66.69,0,45.61,46,361.1,690.9,medium,,,,,,2022-02-01T14:17:00Z,MN_Woodbury_v22.1.csv
Woodbury,MN,Minnesota,United States,Midwest,2023,2771428,75549,44.9063,-92.9237,30,a805cdf4-cfba-474a-8d40-5d6750d4cfa5,6454dd03-1ec9-4cee-b7e4-38674d6e0c6c,51.19,54.73,50.97,0,0,52.85,51.03,45.39,60.07,50.94,55.12,59.24,54.52,48.72,73.03,75.52,50.49,68.27,0,46.7,47,384.2,701.6,medium,,,,,,2023-04-02T21:37:00Z,MN_Woodbury_v23.1.csv
Woodbury,MN,Minnesota,United States,Midwest,2023,2771428,75549,44.9063,-92.9237,30,a805cdf4-cfba-474a-8d40-5d6750d4cfa5,acc7c850-3f86-4ffe-8008-99206427d46d,52.16,55.27,53.39,0,0,54.33,51.15,47.31,60.25,50.94,55.57,59.71,54.95,49.73,73.12,75.61,51.27,68.53,0,47.42,47,384.3,701.4,medium,,,,,,2023-08-24T10:29:00Z,MN_Woodbury_v23.2.csv
Woodbury,MN,Minnesota,United States,Midwest,2023,2771428,75549,44.9063,-92.9237,30,a805cdf4-cfba-474a-8d40-5d6750d4cfa5,776cb703-a0ce-4491-b14d-b4fab9e2491e,49.79,52.74,51.59,0,0,52.17,49.65,44.29,57.94,49.83,53.62,58.23,53.07,49.96,72.38,76.83,49.71,68.27,0,46.25,46,386.5,702.4,medium,,,,,,2023-12-05T08:23:00Z,MN_Woodbury_v23.3.csv
Woodbury,MN,Minnesota,United States,Midwest,2024,2771428,75549,44.9063,-92.9237,30,a805cdf4-cfba-474a-8d40-5d6750d4cfa5,6c63e4e2-eb74-4d4e-af00-ee5b8fe454ba,49.81,52.76,56.76,0,0,54.76,49.65,44.29,57.94,41.21,53.62,58.23,52.21,51.24,72.39,76.83,49.71,68.27,0,46.79,47,386.7,702.7,medium,,,,,,2024-03-11T17:02:00Z,MN_Woodbury_v24.1.csv
Arnold,MO,Missouri,United States,Midwest,2021,2901972,21144,38.426,-90.3693,25,8a2518f8-0910-4a6d-a66b-8c404958a321,28edb868-0d25-4a68-acfa-bdd3e0140a19,18.62,17.26,13.57,19.59,0,15.94,0,0,0,1.76,11.43,0,5.06,0,12.91,0,0,12.91,0,12.76,13,193.7,65,small,,,,,,2021-04-20T12:26:00Z,MO_Arnold_v21.1.csv
Arnold,MO,Missouri,United States,Midwest,2022,2901972,20808,38.426,-90.3693,25,8a2518f8-0910-4a6d-a66b-8c404958a321,5b81aadd-f4a1-46df-9e28-0bd9bd05d0ee,18.62,17.26,13.57,19.59,0,15.94,0,2.48,0,1.76,13.63,0,6.39,0,12.91,0,0,12.91,0,13.14,13,193.6,65,small,,,,,,2022-01-25T09:03:00Z,MO_Arnold_v22.1.csv
Arnold,MO,Missouri,United States,Midwest,2023,2901972,20840,38.426,-90.3693,25,8a2518f8-0910-4a6d-a66b-8c404958a321,bc1b8eaf-d0b1-4386-aab7-1939ac28c97f,18.82,17.21,9.05,19.59,0,13.94,0,5.8,0,4.68,13.63,17.94,11.91,30.11,24.96,0,0,24.96,0,19.12,19,194.6,66.6,small,,,,,,2023-04-02T21:44:00Z,MO_Arnold_v23.1.csv
Arnold,MO,Missouri,United States,Midwest,2023,2901972,20840,38.426,-90.3693,25,8a2518f8-0910-4a6d-a66b-8c404958a321,df154e2d-d4b7-48cc-9382-2c579cfa7b4e,18.82,17.24,13.81,19.59,0,16.03,5.77,9.13,0,4.68,17.02,17.94,11.85,30.1,38.45,0,0,38.45,0,21.98,22,193.9,68,small,,,,,,2023-08-24T10:17:00Z,MO_Arnold_v23.2.csv
Arnold,MO,Missouri,United States,Midwest,2023,2901972,20840,38.426,-90.3693,25,8a2518f8-0910-4a6d-a66b-8c404958a321,60141b13-827f-4bb2-b6c9-870e921fe129,18.82,17.24,13.81,19.59,0,16.03,5.77,9.13,0,4.68,17.02,17.94,11.85,30.1,38.45,0,0,38.45,0,21.98,22,193.9,68,small,,,,,,2023-12-07T14:19:00Z,MO_Arnold_v23.3.csv
Arnold,MO,Missouri,United States,Midwest,2024,2901972,20840,38.426,-90.3693,25,8a2518f8-0910-4a6d-a66b-8c404958a321,f104d784-181d-4833-8975-39c31e84be33,18.82,17.24,13.81,19.59,0,16.03,5.77,9.13,0,5.13,17.02,17.94,11.91,30.88,38.45,0,0,38.45,0,22.13,22,193.9,68,small,,,,,,2024-03-18T22:28:00Z,MO_Arnold_v24.1.csv
Ballwin,MO,Missouri,United States,Midwest,2021,2903160,30177,38.5951,-90.55,25,4407a86d-e421-45cd-b143-b9ab1149d34d,6f1a117a-f5df-44b5-a974-e5eee33ec2ce,24.5,18.47,31.49,0,3.54,18.19,23.04,5.27,0,6.45,34.61,6.14,19.19,37.39,47.62,0,0,47.62,4.36,24.56,25,244.3,43.9,small,,,,,,2021-04-20T12:26:00Z,MO_Ballwin_v21.1.csv
Ballwin,MO,Missouri,United States,Midwest,2022,2903160,30998,38.5951,-90.55,25,4407a86d-e421-45cd-b143-b9ab1149d34d,13dbebdb-2411-49fe-ad53-e664d6bd3a2e,24.38,18.38,33.06,0,3.54,18.71,19.57,5.27,0,6.45,34.48,6.14,18.28,36.41,47.89,0,0,47.89,4.36,24.35,24,245.3,43.8,small,,,,,,2022-01-25T09:03:00Z,MO_Ballwin_v22.1.csv
Ballwin,MO,Missouri,United States,Midwest,2023,2903160,30948,38.5951,-90.55,25,4407a86d-e421-45cd-b143-b9ab1149d34d,b54f4878-ac0b-411f-ad1a-beb5882e8173,24.46,18.34,33.06,0,3.54,18.7,19.57,4.28,0,12.61,34.48,6.14,18.93,41.52,47.93,0,0,47.93,4.36,25.27,25,249.3,43.8,small,,,,,,2023-04-02T21:44:00Z,MO_Ballwin_v23.1.csv
Ballwin,MO,Missouri,United States,Midwest,2023,2903160,30948,38.5951,-90.55,25,4407a86d-e421-45cd-b143-b9ab1149d34d,aae67dd4-4b97-40f7-9ac7-1c14a6e3be8d,25.39,19.25,34.77,0,3.54,21.79,19.91,4.28,0,14.28,34.74,6.14,19.31,43.42,48.56,0,0,48.56,0,30.38,30,251.5,43.8,small,,,,,,2023-08-24T10:17:00Z,MO_Ballwin_v23.2.csv
Ballwin,MO,Missouri,United States,Midwest,2023,2903160,30948,38.5951,-90.55,25,4407a86d-e421-45cd-b143-b9ab1149d34d,611fd517-4f29-49ce-86fc-c4a73ecfa3fa,25.38,19.24,34.77,0,3.54,21.79,19.91,4.28,0,14.29,34.74,6.14,19.31,43.42,48.95,0,0,48.95,0,30.45,30,251.5,43.8,small,,,,,,2023-12-07T14:19:00Z,MO_Ballwin_v23.3.csv
Ballwin,MO,Missouri,United States,Midwest,2024,2903160,30948,38.5951,-90.55,25,4407a86d-e421-45cd-b143-b9ab1149d34d,15cd1cde-9bda-4472-a70e-539eda5bbb65,25.38,19.24,44.67,0,3.54,25.64,19.91,4.28,0,16.01,34.74,6.14,19.52,43.39,48.95,0,0,48.95,0,31.4,31,251.4,43.8,small,,,,,,2024-03-18T22:28:00Z,MO_Ballwin_v24.1.csv
Branson,MO,Missouri,United States,Midwest,2024,2907966,12651,36.6123,-93.2918,25,99e93b7e-ece4-491e-b7f6-61b42f22fe77,682e682a-706d-487b-82ab-a014dc0737cd,24.78,23.53,15.2,0,0,16.94,7.47,4.31,14.5,15.58,23.69,0,14.48,36.69,42.97,26.54,0,35.3,1.74,21.06,21,240.5,126.2,small,,,,,,2024-03-18T22:28:00Z,MO_Branson_v24.1.csv
Brentwood,MO,Missouri,United States,Midwest,2024,2908236,8173,38.6194,-90.3475,25,fdc2619e-a798-45c9-b481-e36183c5c27e,61537a3e-3537-4ef7-a300-09909609e5e7,17.85,14.74,31.33,0,0,16.12,0.01,1.25,0,0,29.75,18.34,10.32,46.08,40.66,0,5.15,27,18.89,21.76,22,61.6,14.3,small,,,,,,2024-03-19T17:25:00Z,MO_Brentwood_v24.1.csv
Cape Girardeau,MO,Missouri,United States,Midwest,2024,2911242,39795,37.3094,-89.5584,25,0317a4b3-a129-4563-ae21-f14ec8583d72,411ebf6b-298c-417c-a09e-cc626eebea79,31.24,18.12,21.18,0,29.57,21.85,13.47,0,14.69,0.02,0.49,0,7.68,9.38,38.76,0,10.9,28.04,0,19.06,19,465.1,171.1,small,,,,,,2024-03-18T22:28:00Z,MO_Cape Girardeau_v24.1.csv
Columbia,MO,Missouri,United States,Midwest,2018,2915670,118620,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,bcbbe298-9cef-42e9-81bd-4e026b72f351,38.45,26.52,28.21,41.4,39.15,31.13,8.81,40.69,37.99,11.3,27.61,15.66,23.81,18.8,46.3,24.72,0,36.23,48.1,32.23,32,1051.4,362.8,medium,,,,,,2018-02-02T12:17:00Z,MO_Columbia_v18.1.csv
Columbia,MO,Missouri,United States,Midwest,2019,2915670,120248,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,f838f8c1-9833-45c9-acdf-f55218c7c13f,36.79,25.7,27.24,39.68,38.6,30.22,18.63,39.9,38.42,6.08,25.34,16.02,24.75,22.96,46.2,23.11,0,35.42,47.72,32.43,32,1054.3,368.8,medium,,,,,,2019-02-15T07:50:00Z,MO_Columbia_v19.1.csv
Columbia,MO,Missouri,United States,Midwest,2020,2915670,121230,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,0b8fc358-3e4d-44fd-8368-59f5cc9a7007,39.38,28.48,28.97,40.02,40.59,32.23,21.12,40.33,43.41,13.98,28.75,16.59,28.01,25.65,49.37,47.65,0,48.57,47.72,36.25,36,1081,365,medium,,,,,,2020-02-20T07:32:00Z,MO_Columbia_v20.1.csv
Columbia,MO,Missouri,United States,Midwest,2021,2915670,122659,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,fb12b2d7-dfaa-46f3-b63c-4c7b05e7824e,39.39,28.18,28.99,40.04,40.62,32.14,21.15,40.29,43.8,14.03,28.57,16.61,28.06,25.76,50.04,47.62,0,48.91,47.85,36.33,36,1092.9,364.6,medium,,,,,,2021-02-25T23:01:00Z,MO_Columbia_v21.1.csv
Columbia,MO,Missouri,United States,Midwest,2022,2915670,124342,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,f0702ab1-48f9-45dc-861e-3aed6c20b310,39.44,27.69,29.04,40.64,40.97,32.11,21.73,40.82,44.26,13.19,29.22,12.37,27.76,25.88,52.03,47.65,0,49.99,48.61,36.56,37,1104.8,366.1,medium,,,,,,2022-01-25T09:03:00Z,MO_Columbia_v22.1.csv
Columbia,MO,Missouri,United States,Midwest,2023,2915670,126172,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,27795032-4c19-4b73-9466-87b1573a6212,39.35,28.19,29.52,40.3,41.53,32.53,22.45,23.07,43.8,13.16,28.66,12.37,25.89,25.98,52.87,47.47,0,50.35,48.61,36.33,36,1119.1,374,medium,,,,,,2023-04-02T21:44:00Z,MO_Columbia_v23.1.csv
Columbia,MO,Missouri,United States,Midwest,2023,2915670,126172,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,e32e5c1e-72ce-4d1b-9a32-7467ac7448aa,38.86,27.92,29.38,40.3,41.53,32.39,21.11,23.07,34.6,11.54,27.34,12.37,23.29,25.22,53.1,47.47,0,50.47,48.58,35.61,36,1119.8,374.3,medium,,,,,,2023-08-24T10:17:00Z,MO_Columbia_v23.2.csv
Columbia,MO,Missouri,United States,Midwest,2023,2915670,126172,38.9473,-92.3264,25,296149fe-5d0e-4ee4-ab8b-e1e548ad0bf2,24882ecf-dfbf-4eef-a36c-eec23648a8c2,38.72,28.07,29.41,40.3,41.56,32.46,21.11,25.42,34.6,12.29,32.29,12.15,24.81,25.96,53.51,47.51,0,50.71,48.58,36.05,36,1118.9,372.1,medium,,,,,,2023-12-07T14:19:00Z,MO_Columbia_v23.3.csv
