city,state,state_full,country,region,year,census_fips_code,census_population,census_latitude,census_longitude,residential_speed_limit,bna_id,bna_uuid,bna_people,bna_opportunity_employment,bna_opportunity_k12_education,bna_opportunity_technical_vocational_college,bna_opportunity_higher_education,bna_opportunity,bna_core_services_doctors,bna_core_services_dentists,bna_core_services_hospitals,bna_core_services_pharmacies,bna_core_services_grocery,bna_core_services_social_services,bna_core_services,bna_retail,bna_recreation_parks,bna_recreation_trails,bna_recreation_community_centers,bna_recreation,bna_transit,bna_overall_score,bna_rounded_score,bna_total_low_stress_miles,bna_total_high_stress_miles,pop_size,rank,rank_size,rank_state,rank_country,rank_country_size,creation_date,filename
Newington,CT,Connecticut,United States,New England,2018,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,a7333f14-4e0c-4bf6-975c-e6f296801709,22.9,21.93,26.02,0,0,18.65,7.15,4,7.07,14.98,24.33,0,12.73,4.14,35.99,7.42,0,16.99,3.21,13.36,13,226.8,55.3,small,,,,,,2018-01-30T18:12:00Z,CT_Newington_v18.1.csv
Newington,CT,Connecticut,United States,New England,2019,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,ba5539d1-655d-4728-9583-455847778d82,15.01,12.89,17.99,0,0,12.01,5.48,5.49,7.07,2.84,15.46,0,8.48,4.19,30.28,0,0,18.63,4.72,10.48,10,200.9,80.4,small,,,,,,2019-02-14T21:41:00Z,CT_Newington_v19.1.csv
Newington,CT,Connecticut,United States,New England,2020,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,f1fe3420-31d0-4abc-ade9-97692cf5d57b,15.11,14.79,17.99,0,0,12.75,6.4,8.98,7.08,2.84,14.42,6.58,8.47,12.14,32.41,0,0,19.94,4.67,12.02,12,208.6,80.4,small,,,,,,2020-02-20T21:44:00Z,CT_Newington_v20.1.csv
Newington,CT,Connecticut,United States,New England,2021,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,7ac11ddd-4909-425c-946f-bd4d31f51e7c,15.79,15.38,19.26,0,0,13.47,6.4,9.05,7.08,1.75,20.97,6.29,9.96,13.87,35.12,5.82,0,16.09,8.28,12.79,13,217.6,75.1,small,,,,,,2021-02-25T10:53:00Z,CT_Newington_v21.1.csv
Newington,CT,Connecticut,United States,New England,2022,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,b27651cc-c070-4d12-a8c7-d5b6bc46b2bb,16.46,16.1,19.64,0,0,13.9,6.14,7.62,7.08,3.23,21.72,6.83,10.18,14.38,43.78,6.6,0,19.82,9.06,13.77,14,223.6,68.2,small,,,,,,2022-01-22T22:47:00Z,CT_Newington_v22.1.csv
Newington,CT,Connecticut,United States,New England,2023,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,89838331-92ad-41b5-afab-94b66f331849,17.89,17.3,22.76,10.53,0,15.07,10.68,15.19,13.3,6.59,25.32,12.39,15.16,16.7,53.14,12.95,0,25.79,11.46,16.82,17,229.1,68.2,small,,,,,,2023-04-01T14:25:00Z,CT_Newington_v23.1.csv
Newington,CT,Connecticut,United States,New England,2023,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,3db2e305-8fed-4094-ac3d-5b69f33614e5,17.89,17.31,22.76,10.53,0,15.08,10.68,15.19,11.86,6.34,25.83,12.39,14.98,16.7,54.75,12.95,0,26.43,11.6,16.91,17,228.9,68.2,small,,,,,,2023-08-19T07:49:00Z,CT_Newington_v23.2.csv
Newington,CT,Connecticut,United States,New England,2023,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,9ef6c8fa-8979-448c-82f0-e0f5f277c912,17.9,16.96,22.76,10.53,0,14.96,10.75,12.53,11.86,6.34,23.07,12.39,14.04,14.49,56.94,13.08,0,27.35,11.6,16.5,16,231,68.2,small,,,,,,2023-12-06T14:44:00Z,CT_Newington_v23.3.csv
Newington,CT,Connecticut,United States,New England,2024,952140,30458,41.687,-72.7308,25,c61e5dc6-17d9-4ec1-a027-d24811687863,e9f5dd69-c5e5-4802-972d-9a41db7b188e,17.9,16.95,23.29,10.53,0,15.14,10.76,12.53,11.86,6.28,22.64,12.39,13.92,23.6,56.95,10.23,0,26.36,10.93,17.63,18,231.9,68.2,small,,,,,,2024-03-15T11:22:00Z,CT_Newington_v24.1.csv
Newtown,CT,Connecticut,United States,New England,2023,952910,1959,41.4119,-73.3119,25,2d463b91-8d55-43c4-a81f-f0d441713968,8815bfa1-e699-4531-b71e-584fbd37cbf2,26.75,27.19,10.88,0,0,19.04,0,0,0,3.3,24.19,0,18.22,0,56.05,0,0,34.49,0,23.77,24,25,13.2,small,,,,,,2023-12-06T14:45:00Z,CT_Newtown_v23.1.csv
